,male,caseid,ResponseId,treatment,low_caste,college,hindu,muslim,vote_intention,whatsapp,days_whatsapp,bjp_support,bjp_oppose,agegroup,nationalistic,uncongenial,political_knowledge,accuracy1,accuracy2,accuracy3,accuracy4,accuracy5,accuracy6,accuracy7,accuracy8,accuracy9,accuracy10
914,1.0,16778_degghgdkkvwtxxbw_83,R_2upMa6g2WiVrPvC,0,0.0,1.0,1.0,0.0,3.0,1.0,7.0,1.0,0.0,2.0,1.0,0.0,4.0,3.0,2.0,2.0,2.0,4.0,3.0,4.0,3.0,3.0,3.0
915,1.0,16778_dfeoceeyqtstasjl_82,R_3oS1dlCo1L6QmLD,1,1.0,0.0,0.0,1.0,1.0,1.0,3.0,0.0,0.0,4.0,0.0,0.0,2.0,2.0,3.0,2.0,2.0,1.0,3.0,3.0,2.0,2.0,2.0
916,1.0,16778_dfeoceeyqtstasjl_82,R_3oS1dlCo1L6QmLD,1,1.0,0.0,0.0,1.0,1.0,1.0,3.0,0.0,0.0,4.0,0.0,0.0,2.0,2.0,3.0,2.0,2.0,1.0,3.0,3.0,2.0,2.0,2.0
917,1.0,16778_dfeoceeyqtstasjl_82,R_3oS1dlCo1L6QmLD,1,1.0,0.0,0.0,1.0,1.0,1.0,3.0,0.0,0.0,4.0,0.0,0.0,2.0,2.0,3.0,2.0,2.0,1.0,3.0,3.0,2.0,2.0,2.0
918,1.0,16778_dfeoceeyqtstasjl_82,R_3oS1dlCo1L6QmLD,1,1.0,0.0,0.0,1.0,1.0,1.0,3.0,0.0,0.0,4.0,1.0,0.0,2.0,2.0,3.0,2.0,2.0,1.0,3.0,3.0,2.0,2.0,2.0
919,1.0,16778_dfeoceeyqtstasjl_82,R_3oS1dlCo1L6QmLD,1,1.0,0.0,0.0,1.0,1.0,1.0,3.0,0.0,0.0,4.0,0.0,0.0,2.0,2.0,3.0,2.0,2.0,1.0,3.0,3.0,2.0,2.0,2.0
920,1.0,16778_dfeoceeyqtstasjl_82,R_3oS1dlCo1L6QmLD,1,1.0,0.0,0.0,1.0,1.0,1.0,3.0,0.0,0.0,4.0,1.0,0.0,2.0,2.0,3.0,2.0,2.0,1.0,3.0,3.0,2.0,2.0,2.0
921,1.0,16778_dfeoceeyqtstasjl_82,R_3oS1dlCo1L6QmLD,1,1.0,0.0,0.0,1.0,1.0,1.0,3.0,0.0,0.0,4.0,0.0,0.0,2.0,2.0,3.0,2.0,2.0,1.0,3.0,3.0,2.0,2.0,2.0
922,1.0,16778_dfeoceeyqtstasjl_82,R_3oS1dlCo1L6QmLD,1,1.0,0.0,0.0,1.0,1.0,1.0,3.0,0.0,0.0,4.0,0.0,0.0,2.0,2.0,3.0,2.0,2.0,1.0,3.0,3.0,2.0,2.0,2.0
923,1.0,16778_dfeoceeyqtstasjl_82,R_3oS1dlCo1L6QmLD,1,1.0,0.0,0.0,1.0,1.0,1.0,3.0,0.0,0.0,4.0,0.0,0.0,2.0,2.0,3.0,2.0,2.0,1.0,3.0,3.0,2.0,2.0,2.0
924,1.0,16778_dfeoceeyqtstasjl_82,R_3oS1dlCo1L6QmLD,1,1.0,0.0,0.0,1.0,1.0,1.0,3.0,0.0,0.0,4.0,1.0,0.0,2.0,2.0,3.0,2.0,2.0,1.0,3.0,3.0,2.0,2.0,2.0
925,1.0,16778_dfeoceeyqtstasjl_82,R_3oS1dlCo1L6QmLD,1,1.0,0.0,0.0,1.0,1.0,1.0,3.0,0.0,0.0,4.0,1.0,0.0,2.0,2.0,3.0,2.0,2.0,1.0,3.0,3.0,2.0,2.0,2.0
926,1.0,16778_dfkncguemiuycqjf_83,R_1PS4sCBaVPKnYyn,0,0.0,1.0,1.0,0.0,1.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,3.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0
927,1.0,16778_dfkncguemiuycqjf_83,R_1PS4sCBaVPKnYyn,0,0.0,1.0,1.0,0.0,1.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,3.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0
928,1.0,16778_dfkncguemiuycqjf_83,R_1PS4sCBaVPKnYyn,0,0.0,1.0,1.0,0.0,1.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,3.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0
929,1.0,16778_dfkncguemiuycqjf_83,R_1PS4sCBaVPKnYyn,0,0.0,1.0,1.0,0.0,1.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,3.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0
930,1.0,16778_dfkncguemiuycqjf_83,R_1PS4sCBaVPKnYyn,0,0.0,1.0,1.0,0.0,1.0,1.0,4.0,0.0,0.0,1.0,1.0,0.0,3.0,2.0,3.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0
931,1.0,16778_dfkncguemiuycqjf_83,R_1PS4sCBaVPKnYyn,0,0.0,1.0,1.0,0.0,1.0,1.0,4.0,0.0,0.0,1.0,1.0,0.0,3.0,2.0,3.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0
932,1.0,16778_dfkncguemiuycqjf_83,R_1PS4sCBaVPKnYyn,0,0.0,1.0,1.0,0.0,1.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,3.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0
933,1.0,16778_dfkncguemiuycqjf_83,R_1PS4sCBaVPKnYyn,0,0.0,1.0,1.0,0.0,1.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,3.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0
934,1.0,16778_dfkncguemiuycqjf_83,R_1PS4sCBaVPKnYyn,0,0.0,1.0,1.0,0.0,1.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,3.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0
935,1.0,16778_dfkncguemiuycqjf_83,R_1PS4sCBaVPKnYyn,0,0.0,1.0,1.0,0.0,1.0,1.0,4.0,0.0,0.0,1.0,1.0,0.0,3.0,2.0,3.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0
936,1.0,16778_dfkncguemiuycqjf_83,R_1PS4sCBaVPKnYyn,0,0.0,1.0,1.0,0.0,1.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,3.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0
937,1.0,16778_dfkncguemiuycqjf_83,R_1PS4sCBaVPKnYyn,0,0.0,1.0,1.0,0.0,1.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,3.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0
938,1.0,16778_dfkncguemiuycqjf_83,R_1PS4sCBaVPKnYyn,0,0.0,1.0,1.0,0.0,1.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,3.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0
939,1.0,16778_dfkncguemiuycqjf_83,R_1PS4sCBaVPKnYyn,0,0.0,1.0,1.0,0.0,1.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,3.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0
940,1.0,16778_dfkncguemiuycqjf_83,R_1PS4sCBaVPKnYyn,0,0.0,1.0,1.0,0.0,1.0,1.0,4.0,0.0,0.0,1.0,1.0,0.0,3.0,2.0,3.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0
941,1.0,16778_dfkncguemiuycqjf_83,R_1PS4sCBaVPKnYyn,0,0.0,1.0,1.0,0.0,1.0,1.0,4.0,0.0,0.0,1.0,1.0,0.0,3.0,2.0,3.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0
942,1.0,16778_dfpfheqgvyzbhaoy_82,R_2xFpLYe9maUvPbX,0,1.0,1.0,1.0,0.0,1.0,1.0,7.0,1.0,0.0,1.0,0.0,0.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
943,1.0,16778_dfpfheqgvyzbhaoy_82,R_2xFpLYe9maUvPbX,0,1.0,1.0,1.0,0.0,1.0,1.0,7.0,1.0,0.0,1.0,0.0,0.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
944,1.0,16778_dfpfheqgvyzbhaoy_82,R_2xFpLYe9maUvPbX,0,1.0,1.0,1.0,0.0,1.0,1.0,7.0,1.0,0.0,1.0,0.0,1.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
945,1.0,16778_dfpfheqgvyzbhaoy_82,R_2xFpLYe9maUvPbX,0,1.0,1.0,1.0,0.0,1.0,1.0,7.0,1.0,0.0,1.0,0.0,1.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
946,1.0,16778_dfpfheqgvyzbhaoy_82,R_2xFpLYe9maUvPbX,0,1.0,1.0,1.0,0.0,1.0,1.0,7.0,1.0,0.0,1.0,1.0,0.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
947,1.0,16778_dfpfheqgvyzbhaoy_82,R_2xFpLYe9maUvPbX,0,1.0,1.0,1.0,0.0,1.0,1.0,7.0,1.0,0.0,1.0,1.0,0.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
948,1.0,16778_dfpfheqgvyzbhaoy_82,R_2xFpLYe9maUvPbX,0,1.0,1.0,1.0,0.0,1.0,1.0,7.0,1.0,0.0,1.0,0.0,0.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
949,1.0,16778_dfpfheqgvyzbhaoy_82,R_2xFpLYe9maUvPbX,0,1.0,1.0,1.0,0.0,1.0,1.0,7.0,1.0,0.0,1.0,0.0,1.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
950,1.0,16778_dfpfheqgvyzbhaoy_82,R_2xFpLYe9maUvPbX,0,1.0,1.0,1.0,0.0,1.0,1.0,7.0,1.0,0.0,1.0,0.0,0.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
951,1.0,16778_dfpfheqgvyzbhaoy_82,R_2xFpLYe9maUvPbX,0,1.0,1.0,1.0,0.0,1.0,1.0,7.0,1.0,0.0,1.0,1.0,0.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
952,1.0,16778_dfpfheqgvyzbhaoy_82,R_2xFpLYe9maUvPbX,0,1.0,1.0,1.0,0.0,1.0,1.0,7.0,1.0,0.0,1.0,0.0,0.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
953,1.0,16778_dfpfheqgvyzbhaoy_82,R_2xFpLYe9maUvPbX,0,1.0,1.0,1.0,0.0,1.0,1.0,7.0,1.0,0.0,1.0,0.0,0.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
954,1.0,16778_dfpfheqgvyzbhaoy_82,R_2xFpLYe9maUvPbX,0,1.0,1.0,1.0,0.0,1.0,1.0,7.0,1.0,0.0,1.0,0.0,1.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
955,1.0,16778_dfpfheqgvyzbhaoy_82,R_2xFpLYe9maUvPbX,0,1.0,1.0,1.0,0.0,1.0,1.0,7.0,1.0,0.0,1.0,0.0,1.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
956,1.0,16778_dfpfheqgvyzbhaoy_82,R_2xFpLYe9maUvPbX,0,1.0,1.0,1.0,0.0,1.0,1.0,7.0,1.0,0.0,1.0,1.0,0.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
957,1.0,16778_dfpfheqgvyzbhaoy_82,R_2xFpLYe9maUvPbX,0,1.0,1.0,1.0,0.0,1.0,1.0,7.0,1.0,0.0,1.0,1.0,0.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
958,1.0,16778_dfqrzakssnopgufy_83,R_6PVjgQFJstdfxM5,1,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0
959,1.0,16778_dfqrzakssnopgufy_83,R_6PVjgQFJstdfxM5,1,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0
960,1.0,16778_dfqrzakssnopgufy_83,R_6PVjgQFJstdfxM5,1,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,3.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0
961,1.0,16778_dfqrzakssnopgufy_83,R_6PVjgQFJstdfxM5,1,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0
962,1.0,16778_dfqrzakssnopgufy_83,R_6PVjgQFJstdfxM5,1,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0
963,1.0,16778_dfqrzakssnopgufy_83,R_6PVjgQFJstdfxM5,1,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0
964,1.0,16778_dfqrzakssnopgufy_83,R_6PVjgQFJstdfxM5,1,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,3.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0
965,1.0,16778_dfqrzakssnopgufy_83,R_6PVjgQFJstdfxM5,1,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,3.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0
966,1.0,16778_dgbizeewoyihyrek_83,R_3G3RNVzTFp8lpMy,1,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,2.0,4.0,2.0,4.0,4.0,2.0,3.0,3.0
967,1.0,16778_dgbizeewoyihyrek_83,R_3G3RNVzTFp8lpMy,1,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,2.0,4.0,2.0,4.0,4.0,2.0,3.0,3.0
968,1.0,16778_dgbizeewoyihyrek_83,R_3G3RNVzTFp8lpMy,1,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,3.0,2.0,4.0,2.0,4.0,4.0,2.0,3.0,3.0
969,1.0,16778_dgbizeewoyihyrek_83,R_3G3RNVzTFp8lpMy,1,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,2.0,4.0,2.0,4.0,4.0,2.0,3.0,3.0
970,1.0,16778_dgcuryrxlyvfkpav_82,R_3pncWlW3FmICATj,0,1.0,1.0,1.0,0.0,3.0,1.0,7.0,1.0,0.0,1.0,0.0,0.0,4.0,4.0,4.0,2.0,1.0,3.0,4.0,4.0,3.0,3.0,3.0
971,1.0,16778_dgcuryrxlyvfkpav_82,R_3pncWlW3FmICATj,0,1.0,1.0,1.0,0.0,3.0,1.0,7.0,1.0,0.0,1.0,0.0,0.0,4.0,4.0,4.0,2.0,1.0,3.0,4.0,4.0,3.0,3.0,3.0
972,1.0,16778_dgcuryrxlyvfkpav_82,R_3pncWlW3FmICATj,0,1.0,1.0,1.0,0.0,3.0,1.0,7.0,1.0,0.0,1.0,0.0,1.0,4.0,4.0,4.0,2.0,1.0,3.0,4.0,4.0,3.0,3.0,3.0
973,1.0,16778_dgcuryrxlyvfkpav_82,R_3pncWlW3FmICATj,0,1.0,1.0,1.0,0.0,3.0,1.0,7.0,1.0,0.0,1.0,0.0,1.0,4.0,4.0,4.0,2.0,1.0,3.0,4.0,4.0,3.0,3.0,3.0
974,1.0,16778_dgcuryrxlyvfkpav_82,R_3pncWlW3FmICATj,0,1.0,1.0,1.0,0.0,3.0,1.0,7.0,1.0,0.0,1.0,1.0,0.0,4.0,4.0,4.0,2.0,1.0,3.0,4.0,4.0,3.0,3.0,3.0
975,1.0,16778_dgcuryrxlyvfkpav_82,R_3pncWlW3FmICATj,0,1.0,1.0,1.0,0.0,3.0,1.0,7.0,1.0,0.0,1.0,1.0,0.0,4.0,4.0,4.0,2.0,1.0,3.0,4.0,4.0,3.0,3.0,3.0
976,1.0,16778_dgcuryrxlyvfkpav_82,R_3pncWlW3FmICATj,0,1.0,1.0,1.0,0.0,3.0,1.0,7.0,1.0,0.0,1.0,0.0,0.0,4.0,4.0,4.0,2.0,1.0,3.0,4.0,4.0,3.0,3.0,3.0
977,1.0,16778_dgcuryrxlyvfkpav_82,R_3pncWlW3FmICATj,0,1.0,1.0,1.0,0.0,3.0,1.0,7.0,1.0,0.0,1.0,0.0,1.0,4.0,4.0,4.0,2.0,1.0,3.0,4.0,4.0,3.0,3.0,3.0
978,1.0,16778_dgcuryrxlyvfkpav_82,R_3pncWlW3FmICATj,0,1.0,1.0,1.0,0.0,3.0,1.0,7.0,1.0,0.0,1.0,0.0,0.0,4.0,4.0,4.0,2.0,1.0,3.0,4.0,4.0,3.0,3.0,3.0
979,1.0,16778_dgcuryrxlyvfkpav_82,R_3pncWlW3FmICATj,0,1.0,1.0,1.0,0.0,3.0,1.0,7.0,1.0,0.0,1.0,1.0,0.0,4.0,4.0,4.0,2.0,1.0,3.0,4.0,4.0,3.0,3.0,3.0
980,1.0,16778_dgcuryrxlyvfkpav_82,R_3pncWlW3FmICATj,0,1.0,1.0,1.0,0.0,3.0,1.0,7.0,1.0,0.0,1.0,0.0,0.0,4.0,4.0,4.0,2.0,1.0,3.0,4.0,4.0,3.0,3.0,3.0
981,1.0,16778_dgcuryrxlyvfkpav_82,R_3pncWlW3FmICATj,0,1.0,1.0,1.0,0.0,3.0,1.0,7.0,1.0,0.0,1.0,0.0,0.0,4.0,4.0,4.0,2.0,1.0,3.0,4.0,4.0,3.0,3.0,3.0
982,1.0,16778_dgcuryrxlyvfkpav_82,R_3pncWlW3FmICATj,0,1.0,1.0,1.0,0.0,3.0,1.0,7.0,1.0,0.0,1.0,0.0,1.0,4.0,4.0,4.0,2.0,1.0,3.0,4.0,4.0,3.0,3.0,3.0
983,1.0,16778_dgcuryrxlyvfkpav_82,R_3pncWlW3FmICATj,0,1.0,1.0,1.0,0.0,3.0,1.0,7.0,1.0,0.0,1.0,0.0,1.0,4.0,4.0,4.0,2.0,1.0,3.0,4.0,4.0,3.0,3.0,3.0
984,1.0,16778_dgcuryrxlyvfkpav_82,R_3pncWlW3FmICATj,0,1.0,1.0,1.0,0.0,3.0,1.0,7.0,1.0,0.0,1.0,1.0,0.0,4.0,4.0,4.0,2.0,1.0,3.0,4.0,4.0,3.0,3.0,3.0
985,1.0,16778_dgcuryrxlyvfkpav_82,R_3pncWlW3FmICATj,0,1.0,1.0,1.0,0.0,3.0,1.0,7.0,1.0,0.0,1.0,1.0,0.0,4.0,4.0,4.0,2.0,1.0,3.0,4.0,4.0,3.0,3.0,3.0
986,1.0,16778_dgowmxwgztumdsla_83,R_2SqUBGdTLBSrKyD,0,1.0,0.0,1.0,0.0,3.0,1.0,7.0,0.0,0.0,2.0,0.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
987,1.0,16778_dgowmxwgztumdsla_83,R_2SqUBGdTLBSrKyD,0,1.0,0.0,1.0,0.0,3.0,1.0,7.0,0.0,0.0,2.0,0.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
988,1.0,16778_dgowmxwgztumdsla_83,R_2SqUBGdTLBSrKyD,0,1.0,0.0,1.0,0.0,3.0,1.0,7.0,0.0,0.0,2.0,0.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
989,1.0,16778_dgowmxwgztumdsla_83,R_2SqUBGdTLBSrKyD,0,1.0,0.0,1.0,0.0,3.0,1.0,7.0,0.0,0.0,2.0,0.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
990,1.0,16778_dgowmxwgztumdsla_83,R_2SqUBGdTLBSrKyD,0,1.0,0.0,1.0,0.0,3.0,1.0,7.0,0.0,0.0,2.0,1.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
991,1.0,16778_dgowmxwgztumdsla_83,R_2SqUBGdTLBSrKyD,0,1.0,0.0,1.0,0.0,3.0,1.0,7.0,0.0,0.0,2.0,1.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
992,1.0,16778_dgowmxwgztumdsla_83,R_2SqUBGdTLBSrKyD,0,1.0,0.0,1.0,0.0,3.0,1.0,7.0,0.0,0.0,2.0,0.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
993,1.0,16778_dgowmxwgztumdsla_83,R_2SqUBGdTLBSrKyD,0,1.0,0.0,1.0,0.0,3.0,1.0,7.0,0.0,0.0,2.0,0.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
994,1.0,16778_dgowmxwgztumdsla_83,R_2SqUBGdTLBSrKyD,0,1.0,0.0,1.0,0.0,3.0,1.0,7.0,0.0,0.0,2.0,0.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
995,1.0,16778_dgowmxwgztumdsla_83,R_2SqUBGdTLBSrKyD,0,1.0,0.0,1.0,0.0,3.0,1.0,7.0,0.0,0.0,2.0,1.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
996,1.0,16778_dgowmxwgztumdsla_83,R_2SqUBGdTLBSrKyD,0,1.0,0.0,1.0,0.0,3.0,1.0,7.0,0.0,0.0,2.0,0.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
997,1.0,16778_dgowmxwgztumdsla_83,R_2SqUBGdTLBSrKyD,0,1.0,0.0,1.0,0.0,3.0,1.0,7.0,0.0,0.0,2.0,0.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
998,1.0,16778_dgowmxwgztumdsla_83,R_2SqUBGdTLBSrKyD,0,1.0,0.0,1.0,0.0,3.0,1.0,7.0,0.0,0.0,2.0,0.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
999,1.0,16778_dgowmxwgztumdsla_83,R_2SqUBGdTLBSrKyD,0,1.0,0.0,1.0,0.0,3.0,1.0,7.0,0.0,0.0,2.0,0.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1000,1.0,16778_dgowmxwgztumdsla_83,R_2SqUBGdTLBSrKyD,0,1.0,0.0,1.0,0.0,3.0,1.0,7.0,0.0,0.0,2.0,1.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1001,1.0,16778_dgowmxwgztumdsla_83,R_2SqUBGdTLBSrKyD,0,1.0,0.0,1.0,0.0,3.0,1.0,7.0,0.0,0.0,2.0,1.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1002,1.0,16778_dgsncdlcufvefcwp_83,R_2rGH5pSzeD1V32W,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
1003,1.0,16778_dgsncdlcufvefcwp_83,R_2rGH5pSzeD1V32W,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
1004,1.0,16778_dgsncdlcufvefcwp_83,R_2rGH5pSzeD1V32W,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
1005,1.0,16778_dgsncdlcufvefcwp_83,R_2rGH5pSzeD1V32W,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
1006,1.0,16778_dgsncdlcufvefcwp_83,R_2rGH5pSzeD1V32W,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
1007,1.0,16778_dgsncdlcufvefcwp_83,R_2rGH5pSzeD1V32W,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
1008,1.0,16778_dgsncdlcufvefcwp_83,R_2rGH5pSzeD1V32W,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
1009,1.0,16778_dgsncdlcufvefcwp_83,R_2rGH5pSzeD1V32W,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
1010,1.0,16778_dgsncdlcufvefcwp_83,R_2rGH5pSzeD1V32W,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
1011,1.0,16778_dgsncdlcufvefcwp_83,R_2rGH5pSzeD1V32W,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
1012,1.0,16778_dgsncdlcufvefcwp_83,R_2rGH5pSzeD1V32W,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
1013,1.0,16778_dgsncdlcufvefcwp_83,R_2rGH5pSzeD1V32W,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
1014,0.0,16778_disrtxcuagtpedmh_83,R_10Ox9J7TLloz4mG,1,0.0,1.0,1.0,0.0,3.0,1.0,7.0,0.0,1.0,2.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
